conference_index,Authors,Title,Year,Link,Authors with Affiliations,Abstract,first_country,first_aff_cat,first_aff_cat_UN,title_tsne_2d,abstract_tsne_2d,title_tsne_3d,abstract_tsne_3d,title_umap_2d,abstract_umap_2d,title_umap_3d,abstract_umap_3d
93,Youngmoo E. Kim;Donald S. Williamson;Sridhar Pilli,"Towards Quantifying the ""Album Effect"" in Artist Identification.",2006,https://doi.org/10.5281/zenodo.1415722,Youngmoo E. Kim+Drexel University>USA>education;Donald S. Williamson+Drexel University>USA>education;Sridhar Pilli+Drexel University>USA>education,"Recent systems for automatically identifying the performing artist from the acoustic signal of music have demonstrated reasonably high accuracy when discriminating between hundreds of known artists. A well-documented issue, however, is that the performance of these systems degrades when music from different albums is used for training and evaluation. Conversely, accuracy improves when systems are trained and evaluated using music from the same album. This performance characteristic has been labeled the “album effect”. The unfortunate corollary to this result is that the classification results of these systems are based not entirely on the music itself, but on other audio features common to the album that may be unrelated to the underlying music. We hypothesize that one of the primary reasons for this phenomenon is the production process of commercial recordings, specifically, post-production. Understanding the primary aspects of post-production, we can attempt to model its effect on the acoustic features used for classification. By quantifying and accounting for this transformation, we hope to improve future systems for automatic artist identification.",USA,education,Developed economies,"[-21.574158, 30.577898]","[13.024172, -5.5297904]","[-23.305923, -3.3658128, 10.045371]","[11.487554, 17.375338, -3.6709907]","[14.249579, 8.527318]","[10.6159525, 2.4469242]","[16.238522, 8.980307, -1.4055209]","[12.043704, 6.0823107, 11.62339]"
94,Janto Skowronek;Martin F. McKinney;Steven van de Par,Ground truth for automatic music mood classification.,2006,https://doi.org/10.5281/zenodo.1416696,Janto Skowronek+Philips Research Laboratories>NLD>company;Martin F. McKinney+Philips Research Laboratories>NLD>company;Steven van de Par+Philips Research Laboratories>NLD>company,"Automatic music classification based on audio signals provides a core technology for tools that help users to manage and browse their music collections. Since “mood” is also used as a browsing criterium, automatic mood classification could support the creation of the necessary metadata. We have developed a method to obtain a reliable “ground truth” database for automatic music mood classification. Our results confirm that excerpt selection is a non-trivial issue and that there are some mood labels that are relatively consistent across subjects.",NLD,company,Developed economies,"[-31.92622, 45.369427]","[13.675218, 46.058384]","[-27.63906, 17.227142, 10.416819]","[7.760634, 22.245258, 11.326775]","[15.8211975, 9.369412]","[13.486774, 4.329579]","[17.096617, 10.66496, 0.34314093]","[14.366683, 3.6109614, 11.066044]"
95,Adi Ruppin;Hezy Yeshurun,MIDI Music Genre Classification by Invariant Features.,2006,https://doi.org/10.5281/zenodo.1415744,Adi Ruppin+Tel Aviv University>ISR>education;Hezy Yeshurun+Tel Aviv University>ISR>education,"MIDI music genre classification methods are largely based on generic text classification techniques. We attempt to leverage music domain knowledge in order to improve classification results. We combine techniques of selection and extraction of musically invariant features with classification using compression distance similarity metric, which is an approximation of the theoretical, yet computationally intractable, Kolmogorov complexity. We introduce several methods for extracting features which are invariant under certain transformations commonly found in music. These methods, combined with data compression, generate a lossy compressed representation which attempts to preserve feature invariance. We analyze the performance of each method, thus gaining insight into the features that are significant to the human perception of music.",ISR,education,Developing economies,"[-4.693592, 33.958218]","[8.525642, -4.5503936]","[-11.287571, -11.803736, 9.368486]","[13.633737, 9.407254, -6.628132]","[13.51565, 9.250994]","[10.324027, 2.1461017]","[14.62809, 9.934713, -1.9912912]","[11.927387, 6.5461607, 11.828185]"
86,Beinan Li;John Ashley Burgoyne;Ichiro Fujinaga,Extending Audacity for Audio Annotation.,2006,https://doi.org/10.5281/zenodo.1417963,Beinan Li+McGill University>CAN>education;John Ashley Burgoyne+McGill University>CAN>education;Ichiro Fujinaga+McGill University>CAN>education,"By implementing a cached region selection scheme and automatic label completion, we extended an open-source audio editor to become a more convenient audio annotation tool for tasks such as ground-truth annotation for audio and music classification. A usability experiment was conducted with encouraging preliminary results.",CAN,education,Developed economies,"[-16.937666, -22.984175]","[19.718119, 13.06529]","[-4.686203, -14.750337, -26.597765]","[8.781324, 20.247358, 0.57326806]","[12.241865, 7.2292533]","[11.347589, 3.059974]","[14.264893, 8.613002, -2.181694]","[12.465407, 5.1397867, 11.762005]"
1,Daniel McEnnis;Cory McKay;Ichiro Fujinaga,Overview of OMEN.,2006,https://doi.org/10.5281/zenodo.1418171,Daniel McEnnis+McGill University>CAN>education;Cory McKay+McGill University>CAN>education;Ichiro Fujinaga+McGill University>CAN>education,"This paper introduces OMEN (On-demand Metadata Extraction Network), which addresses a fundamental problem in MIR: the lack of universal access to a large dataset containing significant amounts of copyrighted music. This is accomplished by utilizing the large collections of digitized music available at many libraries. Using OMEN, libraries will be able to perform on-demand feature extraction on site, returning feature values to researchers instead of providing direct access to the recordings themselves. This avoids copyright difficulties, since the underlying music never leaves the library that owns it. The analysis is performed using grid-style computation on library machines that are otherwise under-used (e.g., devoted to patron web and catalogue use).",CAN,education,Developed economies,"[-22.764833, -43.06185]","[16.73531, 17.015963]","[25.285168, 23.608805, -0.87277335]","[-1.8837854, 4.051514, 16.420795]","[9.009876, 6.602629]","[12.981492, 0.65015906]","[11.872893, 7.651266, -1.1023695]","[11.966964, 3.946304, 12.665992]"
74,Morteza Dehghani;Andrew M. Lovett,Efficient Genre Classification using Qualitative Representations.,2006,https://doi.org/10.5281/zenodo.1416964,Morteza Dehghani+Northwestern University>USA>education|Northwestern University>USA>education;Andrew M. Lovett+Northwestern University>USA>education|Northwestern University>USA>education,We have constructed a system that can compute a qualitative representation of music from high-level features extracted from MusicXML files. We use two cognitively motivated computational models called SME and SEQL to build generalizations of musical genres from these representations. We then categorize novel music pieces according to the generalizations. We demonstrate the feasibility of the system with training sets much smaller than those used in previous systems.,USA,education,Developed economies,"[-7.622926, 38.95388]","[-7.4484725, 17.70825]","[-18.95373, -7.680636, 13.043356]","[-12.141842, 2.0252826, 8.720616]","[14.044906, 9.216914]","[10.2928505, 1.0925032]","[15.148554, 10.0706625, -2.1921184]","[10.971394, 5.497553, 12.584548]"
72,Matthias Eichner;Matthias Wolff;Rüdiger Hoffmann,Instrument classification using Hidden Markov Models.,2006,https://doi.org/10.5281/zenodo.1414960,Matthias Eichner+Technische Universität Dresden>DEU>education;Matthias Wolff+Technische Universität Dresden>DEU>education;Rüdiger Hoffmann+Technische Universität Dresden>DEU>education,"In this paper we present first results on musical instrument classification using an HMM based recognizer. The final goal of our work is to automatically evaluate instruments and to classify them according to their characteristics. The first step in this direction was to train a system that is able to recognize a particular instrument among others of the same kind (e.g. guitars). The recognition is based on solo music pieces played on the instrument under various conditions. For this purpose a database was designed and is currently being recorded that comprises four instrument types: classical guitar, violin, trumpet and clarinet. We briefly describe the classifier and give first experimental results on the classification of acoustic guitars.",DEU,education,Developed economies,"[34.840725, 9.923891]","[1.899714, -10.645428]","[17.810028, -3.9071386, -18.779497]","[9.278918, 2.1187892, -10.215913]","[8.512851, 8.50215]","[9.597365, 2.4005022]","[12.417545, 9.479098, -1.8672527]","[11.074438, 6.97768, 11.517701]"
52,David Temperley,A Probabilistic Model of Melody Perception.,2006,https://doi.org/10.5281/zenodo.1414988,David Temperley+Eastman School of Music>USA>education,"This study presents a probabilistic model of melody perception, which infers the key of a melody and also judges the probability of the melody itself. (A “melody” is defined here as a sequence of pitches, without rhythmic information.) The model uses Bayesian reasoning. A generative probabilistic model is proposed, based on three principles: 1) melodies tend to remain within a narrow pitch range; 2) note-to-note intervals within a melody tend to be small; 3) notes tend to conform to a distribution (or “key-profile”) that depends on the key. The model is tested in three ways: on a key-finding task, on a melodic expectation task, and on an error-detection task.",USA,education,Developed economies,"[15.551716, 19.05635]","[-4.065698, -15.893368]","[8.132035, 4.0794516, 18.962193]","[-12.604994, 15.2766075, -3.429947]","[11.1749525, 9.383992]","[8.179725, 1.2767742]","[14.106941, 8.918914, 0.9719658]","[10.534552, 6.870401, 13.342549]"
53,Matija Marolt,A Mid-level Melody-based Representation for Calculating Audio Similarity.,2006,https://doi.org/10.5281/zenodo.1416252,Matija Marolt+University of Ljubljana>SVN>education,"We propose a mid-level melody-based representation that incorporates melodic, rhythmic and structural aspects of a music signal and is useful for calculating audio similarity measures. Most current approaches to music similarity use either low-level signal features, such as MFCCs that mostly capture timbral characteristics of music and contain little semantic information, or require symbolic representations, which are difficult to obtain from audio signals. The proposed mid-level representation is our attempt to bridge the gap between audio and symbolic domains by providing an integrated melodic, rhythmic and structural representation of music signals. The representation is based on a set of melodic fragments extracted from prominent melodic lines, it is beat-synchronous, which makes it independent of tempo variations and contains information on repetitions of short melodic phrases within the analyzed piece. We show how it can be calculated automatically from polyphonic audio signals and demonstrate its use for discovering melodic similarities between songs. We present results obtained by using the representation for finding different interpretations of songs in a music collection.",SVN,education,Developed economies,"[-2.580152, 17.376787]","[17.146435, -7.8529487]","[-7.65228, 6.7756314, 9.499959]","[5.042099, -7.6181316, 0.2928097]","[12.511823, 8.802908]","[10.36248, 0.43927658]","[15.11737, 8.567155, 0.07008785]","[11.066492, 5.977258, 13.525508]"
54,Sigurdur Sigurdsson;Kaare Brandt Petersen;Tue Lehn-Schiøler,Mel Frequency Cepstral Coefficients: An Evaluation of Robustness of MP3 Encoded Music.,2006,https://doi.org/10.5281/zenodo.1417149,Sigurdur Sigurdsson+Technical University of Denmark>DNK>education;Kaare Brandt Petersen+Technical University of Denmark>DNK>education;Tue Lehn-Schiøler+Technical University of Denmark>DNK>education,"In large MP3 databases, files are typically generated with different parameter settings, i.e., bit rate and sampling rates. This is of concern for MIR applications, as encoding difference can potentially confound meta-data estimation and similarity evaluation. In this paper we will discuss the influence of MP3 coding for the Mel frequency cepstral coefficients (MFCCs). The main result is that the widely used subset of the MFCCs is robust at bit rates equal or higher than 128 kbits/s, for the implementations we have investigated. However, for lower bit rates, e.g., 64 kbits/s, the implementation of the Mel filter bank becomes an issue.",DNK,education,Developed economies,"[-11.033901, -35.232388]","[15.1508045, 10.548898]","[-11.193115, -18.498375, 18.12122]","[-1.765627, 10.7668915, 12.957421]","[11.753793, 7.889105]","[11.213773, 1.7747178]","[13.596426, 9.074515, -1.4137651]","[12.149787, 5.254351, 12.699502]"
55,Jerónimo Arenas-García;Jan Larsen;Lars Kai Hansen;Anders Meng,Optimal filtering of dynamics in short-time features for music organization.,2006,https://doi.org/10.5281/zenodo.1415078,Jerónimo Arenas-García+Technical University of Denmark>DNK>education;Jan Larsen+Technical University of Denmark>DNK>education;Lars Kai Hansen+Technical University of Denmark>DNK>education;Anders Meng+Technical University of Denmark>DNK>education,"There is an increasing interest in customizable methods for organizing music collections. Relevant music characterization can be obtained from short-time features, but it is not obvious how to combine them to get useful information. In this work, a novel method, denoted as the Positive Constrained Orthonormalized Partial Least Squares (POPLS), is proposed. Working on the periodograms of MFCCs time series, this supervised method finds optimal filters which pick up the most discriminative temporal information for any music organization task. Two examples are presented in the paper, the first being a simple proof-of-concept, where an altosax with and without vibrato is modelled. A more complex 11 music genre classification setup is also investigated to illustrate the robustness and validity of the proposed method on larger datasets. Both experiments showed the good properties of our method, as well as superior performance when compared to a fixed filter bank approach suggested previously in the MIR literature. We think that the proposed method is a natural step towards a customized MIR application that generalizes well to a wide range of different music organization tasks.",DNK,education,Developed economies,"[2.4262428, 2.0541053]","[7.5234227, -7.417301]","[2.7083952, 2.039577, -7.401131]","[13.32136, 6.07055, -3.7183137]","[11.585273, 7.566414]","[10.711626, 2.3442297]","[14.023804, 8.53883, -1.0262877]","[12.121896, 6.033483, 11.997302]"
56,Kazuyoshi Yoshii;Masataka Goto;Kazunori Komatani;Tetsuya Ogata;Hiroshi G. Okuno,Hybrid Collaborative and Content-based Music Recommendation Using Probabilistic Model with Latent User Preferences.,2006,https://doi.org/10.5281/zenodo.1416826,Kazuyoshi Yoshii+Kyoto University>JPN>education|JSPS Research Fellow>JPN>Unknown;Masataka Goto+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Kazunori Komatani+Kyoto University>JPN>education;Tetsuya Ogata+Kyoto University>JPN>education;Hiroshi G. Okuno+Kyoto University>JPN>education,"This paper presents a hybrid music recommendation method that solves problems of two prominent conventional methods: collaborative filtering and content-based recommendation. The former cannot recommend musical pieces that have no ratings because recommendations are based on actual user ratings. In addition, artist variety in recommended pieces tends to be poor. The latter, which recommends musical pieces that are similar to users’ favorites in terms of music content, has not been fully investigated. This induces unreliability in modeling of user preferences; the content similarity does not completely reflect the preferences. Our method integrates both rating and content data by using a Bayesian network called an aspect model. Unobservable user preferences are directly represented by introducing latent variables, which are statistically estimated. To verify our method, we conducted experiments by using actual audio signals of Japanese songs and the corresponding rating data collected from Amazon. The results showed that our method outperforms the two conventional methods in terms of recommendation accuracy and artist variety and can reasonably recommend pieces even if they have no ratings.",JPN,education,Developed economies,"[-50.10756, 21.121374]","[43.02766, 16.846882]","[-31.93416, 2.4390688, -5.0771813]","[19.311052, 7.9347563, 12.692293]","[15.912422, 6.778352]","[13.520102, 2.4679823]","[17.576332, 7.5421815, -1.1856747]","[13.978272, 3.9794571, 13.301236]"
57,Masatoshi Hamanaka,Music Scope Headphones: Natural User Interface for Selection of Music.,2006,https://doi.org/10.5281/zenodo.1416566,Masatoshi Hamanaka+Japan Science and Technology Agency>JPN>facility|Presto>JPN>company;Seunghee Lee+University of Tsukuba>JPN>education,"This paper describes a novel audio only interface for selecting music which enables us to select songs without having to click a mouse. Using previous music players with normal headphones, we can hear only one song at a time and we thus have to play pieces individually to select the one we want to hear from numerous new music files, which involves a large number of mouse operations. The main advantage of our headphones is that they detect natural movements, such as the head or hand moving when users are listening to music and they can focus on a particular musical source that they want to hear. By moving their head left or right, listeners can hear the source from a frontal position as the digital compass detects the change in the direction they are facing. By looking up or down, the tilt sensor will detect the change in the face’s angle of elevation; they can better hear the source that is allocated to a more distant or closer position. By putting their hand behind their ear, listeners can adjust the focus sensor on the headphones to focus on a particular musical source that they want to hear.",JPN,facility,Developed economies,"[-35.242863, 0.35289875]","[48.713413, 9.780556]","[-14.946847, 12.683431, -18.692263]","[14.626431, -6.893312, 18.249977]","[13.565709, 6.0979285]","[12.777857, 1.1578021]","[15.43645, 7.0071807, -2.1792803]","[12.591204, 3.874703, 13.751365]"
58,Nik Corthaut;Sten Govaerts;Erik Duval,Moody Tunes: The Rockanango Project.,2006,https://doi.org/10.5281/zenodo.1418211,Nik Corthaut+K.U. Leuven>BEL>education|K.U. Leuven>BEL>education|K.U. Leuven>BEL>education;Sten Govaerts+K.U. Leuven>BEL>education|K.U. Leuven>BEL>education|K.U. Leuven>BEL>education;Erik Duval+K.U. Leuven>BEL>education|K.U. Leuven>BEL>education|K.U. Leuven>BEL>education,"Wouldn’t it be nice if we had a tool that could offer people the right music for a specific time and place? For HORECA (hotel, restaurants and cafés) businesses, providing appropriate music is often not just nice, but essential. Typically this boils down to music that matches a certain situation on desired atmospheres, this will be defined as a musical context (MC). The developed tool, a music player, meeting the specific needs of HORECA, allows creation and management of those contexts. The user creates a musical context by selecting a number of appropriate atmospheres and can fine-tune the context with additional musical properties. The atmospheres are defined by a group of music experts, composed of DJs, music teachers, musicians, etc., who also manually annotate the properties of all musical content. To assist the music experts, a specially developed tool allows them to categorise and annotate the songs and evaluate their results. We provide insight on how we constructed and implemented our metadata schema and look at some existing schemas. The evaluation shows the economic value of such a system in the specific context of a HORECA business.",BEL,education,Developed economies,"[-34.126713, 41.57659]","[22.009611, 36.133293]","[-27.198612, 21.159904, 5.1413665]","[-0.34745598, 13.637965, 22.743769]","[15.881653, 9.300417]","[12.452225, 0.744175]","[17.144512, 10.495367, 0.20294282]","[12.53051, 3.847611, 12.471877]"
59,John F. Woodruff;Bryan Pardo;Roger B. Dannenberg,Remixing Stereo Music with Score-Informed Source Separation.,2006,https://doi.org/10.5281/zenodo.1414898,John Woodruff+Northwestern University>USA>education;Bryan Pardo+Northwestern University>USA>education;Roger Dannenberg+Carnegie Mellon University>USA>education,"Musicians and recording engineers are often interested in manipulating and processing individual instrumental parts within an existing recording to create a remix of the recording. When individual source tracks for a stereo mixture are unavailable, remixing is typically difficult or impossible, since one cannot isolate the individual parts. We describe a method of informed source separation that uses knowledge of the written score and spatial information from an anechoic, stereo mixture to isolate individual sound sources, allowing remixing of stereo mixtures without access to the original source tracks. This method is tested on a corpus of string quartet performances, artificially created using Bach four-part chorale harmonizations and sample violin, viola and cello recordings. System performance is compared in cases where the algorithm has knowledge of the score and those in which it operates blindly. The results show that source separation performance is markedly improved when the algorithm has access to a well-aligned score.",USA,education,Developed economies,"[38.553036, -34.21814]","[-25.352312, -33.049183]","[-4.0706596, -28.30575, 7.2271266]","[-14.612389, -2.9235494, -30.941084]","[9.070893, 10.197742]","[7.226988, 3.5111315]","[12.500808, 10.91769, -0.5499815]","[10.772321, 7.9590054, 10.696606]"
60,Tue Lehn-Schiøler;Jerónimo Arenas-García;Kaare Brandt Petersen;Lars Kai Hansen,A Genre Classification Plug-in for Data Collection.,2006,https://doi.org/10.5281/zenodo.1416202,Tue Lehn-Schiøler+The Technical University of Denmark>DNK>education;Jerónimo Arenas-García+The Technical University of Denmark>DNK>education;Kaare Brandt Petersen+The Technical University of Denmark>DNK>education;Lars Kai Hansen+The Technical University of Denmark>DNK>education,This demonstration illustrates how the methods developed in the MIR community can be used to provide real-time feedback to music users. By creating a genre classifier plug-in for a popular media player we present users with relevant information as they play their songs. The plug-in can furthermore be used as a data collection platform. After informed consent from a selected set of users the plug-in will report on music consumption behavior back to a central server.,DNK,education,Developed economies,"[-7.7136884, 38.793186]","[29.820408, 29.886154]","[-19.05754, -7.2000165, 11.711936]","[10.248158, 5.505637, 17.983978]","[14.035153, 9.1382675]","[13.48229, 1.1039217]","[15.207416, 10.048493, -2.1156256]","[12.720364, 3.369317, 12.989745]"
73,Rudolf Mayer;Thomas Lidy;Andreas Rauber,The Map of Mozart.,2006,https://doi.org/10.5281/zenodo.1416060,Rudolf Mayer+Vienna University of Technology>AUT>education;Thomas Lidy+Vienna University of Technology>AUT>education;Andreas Rauber+Vienna University of Technology>AUT>education,"We present a study on using a Mnemonic Self-Organizing Map for clustering a very homogeneous collection of music. In particular, we create a map containing the complete works of Wolfgang Amadeus Mozart. We study and analyze the clustering capabilities of the SOM on this very focused collection. We furthermore present a web-based application for exploring the map and accessing the music it represents.",AUT,education,Developed economies,"[-11.004909, 1.6665082]","[48.054787, 3.161456]","[3.6359239, 22.725533, 2.0955856]","[20.611431, -6.673609, 12.599968]","[11.806735, 6.4447284]","[12.341589, 1.5465028]","[14.391903, 7.300594, -0.714798]","[12.8880825, 4.5256314, 14.091376]"
61,Vegard Sandvold;Thomas Aussenac;Òscar Celma;Perfecto Herrera,Good Vibrations: Music Discovery through Personal Musical Concepts.,2006,https://doi.org/10.5281/zenodo.1418275,Vegard Sandvold+Universitat Pompeu Fabra>ESP>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Thomas Aussenac+Universitat Pompeu Fabra>ESP>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Oscar Celma+Universitat Pompeu Fabra>ESP>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Perfecto Herrera+Universitat Pompeu Fabra>ESP>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown,"We present here Good Vibrations, a tool for music tagging, exploration and discovery, shaped as a media player plugin, and intended for home users. The plugin allows the quick “invention” of concepts and properties that can be tagged to songs. After some hours of active tagging, the plugin starts automatically proposing the proper tags to the user, who is also allowed to correct them. The plugin generates playlists according to the user-defined concepts, and recommends related music either from the user’s personal collection or from the Internet (through it’s connection to Foafing the Music). The plugin runs, for the moment, in Nullsoft Winamp on Windows XP systems.",ESP,education,Developed economies,"[-36.331978, 14.375142]","[43.056213, 7.4265056]","[-15.758585, 17.78331, -4.9605637]","[14.6233, 0.7603144, 20.1039]","[14.075721, 6.5508556]","[12.702209, 2.0820014]","[15.888489, 7.2082167, -1.8389555]","[13.03424, 4.242923, 13.184969]"
63,Steven van de Par;Martin F. McKinney;André Redert,Musical Key Extraction from Audio Using Profile Training.,2006,https://doi.org/10.5281/zenodo.1417879,Steven van de Par+Philips Research Laboratories Eindhoven>NLD>company;Martin McKinney+Philips Research Laboratories Eindhoven>NLD>company;André Redert+Philips Research Laboratories Eindhoven>NLD>company,"A new method is presented for extracting the musical key from raw audio data. The method is based on the extraction of chromagrams using a new approach for tonal component selection taking into account auditory masking. The extracted chromagrams were used to train three key profiles for major and three key profiles for minor keys. The three trained key profiles differ in their temporal weighting of information across the duration of the song. One profile is based on uniform weighting while the other two apply emphasis on the beginning and ending of the song, respectively. The actual key extraction is based on comparing the key profiles with three average chromagrams that were extracted from a particular piece of music using the same temporal weighting functions as used for the key profile training. A correct key classification of 98% was achieved using non-overlapping test and training sets drawn from a larger set of 237 CD recordings of classical piano sonatas.",NLD,company,Developed economies,"[8.422925, -14.321013]","[-0.41014978, -25.182585]","[4.4946165, -10.231652, -26.980978]","[3.870586, 2.155471, -6.816305]","[10.28872, 7.4122972]","[8.397252, 1.1617872]","[13.087724, 8.52067, -2.2546601]","[10.910359, 7.5287533, 12.980673]"
64,Martijn Bosma;Remco C. Veltkamp;Frans Wiering,Muugle: A Modular Music Information Retrieval Framework.,2006,https://doi.org/10.5281/zenodo.1415916,Martijn Bosma+Utrecht University>NLD>education;Remco C. Veltkamp+Utrecht University>NLD>education;Frans Wiering+Utrecht University>NLD>education,Muugle (Musical Utrecht University Global Lookup Engine) is a modular framework that allows the comparison of different MIR techniques and usability studies. A system overview and a discussion of a pilot usability experiment are given. A demo version of the framework can be found on http://give-lab.cs.uu.nl/muugle.,NLD,education,Developed economies,"[-23.099167, 3.798384]","[7.9312124, 22.452679]","[-10.158342, 5.0700984, -11.572752]","[-9.105798, -2.2515254, 19.746943]","[13.194226, 6.457]","[13.340171, 0.8917284]","[15.155901, 7.6555867, -2.1547375]","[12.381899, 3.3558662, 12.992908]"
65,Jörg Garbers,An Integrated MIR Programming and Testing Environment.,2006,https://doi.org/10.5281/zenodo.1414864,Jörg Garbers+Utrecht University>NLD>education,"The process of shaping a music information retrieval algorithm is highly connected with implementing it and testing suitable parameterizations. Often music information retrieval scientists do not have a programmer at hand and must implement their experimental setup themselves. This paper describes an integrated tool setup OHR consisting of the music (analysis) systems OpenMusic, Humdrum and Rubato and a system for form based parametrization and comparison of algorithms. These packages and their programming environments provide the scientist with frameworks and existing libraries for implementing and testing algorithms. They differ in the programming languages that they support and in the type of testing user interfaces that they allow the scientist to build easily. The systems and their components are integrated by using their scripting languages. We sketch an example of the integrated use of these systems.",NLD,education,Developed economies,"[-63.627186, 1.9303043]","[4.3812857, 22.398586]","[-11.46992, 35.038147, -8.124848]","[-10.442803, -4.510248, 15.706092]","[11.562139, 3.761061]","[12.04663, 0.08656228]","[14.318272, 5.0259137, 0.46743864]","[11.196919, 4.390541, 12.882213]"
66,Dirk Moelants;Olmo Cornelis;Marc Leman;Jos Gansemans;Rita M. M. De Caluwe;Guy De Tré;Tom Matthé;Axel Hallez,Problems and Opportunities of Applying Data- & Audio-Mining Techniques to Ethnic Music.,2006,https://doi.org/10.5281/zenodo.1417787,Dirk Moelants+Ghent University>BEL>education;Olmo Cornelis+Ghent University>BEL>education;Marc Leman+Ghent University>BEL>education;Jos Gansemans+Royal Museum of Central-Africa>BEL>facility;Rita De Caluwe+Ghent University>BEL>education;Guy De Tré+Ghent University>BEL>education;Tom Matthé+Ghent University>BEL>education;Axel Hallez+Ghent University>BEL>education,"Current research in music information retrieval focuses on Western music. In music from other cultures, both musical structures and thinking about music can be very different. This creates problems for both the analysis of musical features and the construction of databases. On the other hand, a well-documented digitization offers interesting opportunities for the study and spread of ‘endangered’ music. Here, some general problems regarding the digital indexation of ethnic music are given, illustrated with a method for describing pitch structure, comparing Western standards with African music found in the digitization of the archives of the Royal Museum of Central-Africa in Tervuren (Brussels).",BEL,education,Developed economies,"[-33.927227, 17.340124]","[10.763535, 5.5118904]","[-16.937313, 12.006092, -0.051173374]","[9.217974, -12.412084, 18.184155]","[14.023595, 6.879362]","[11.551785, 0.29760027]","[15.78639, 7.588475, -1.3126636]","[11.60625, 4.679622, 13.4903965]"
67,Beatriz Magalhães Castro;Luiza Beth Nunes Alonso;Edilson Ferneda;Murilo Bastos da Cunha;Fernando William Cruz;Márcio da Costa P. Brandão,BDB-MUS: a project for the preservation of Brazilian musical heritage.,2006,https://doi.org/10.5281/zenodo.1414998,Beatriz Magalhães Castro+University of Brasilia>BRA>education;Luiza Beth Nunes Alonso+Catholic University of Brasilia>BRA>education;Edilson Ferneda+Catholic University of Brasilia>BRA>education;Murilo Bastos da Cunha+University of Brasilia>BRA>education;Fernando William Cruz+University of Brasilia>BRA>education;Márcio da Costa P. Brandão+University of Brasilia>BRA>education,"This poster proposes a discussion on concepts evolving from the role of digital libraries on the preservation of tangible and intangible cultural inheritance, including concepts developed in 2003 by UNESCO and the World Summit on the Information Society. It further describes the construction and design process leading to the development of BDB-MUS – Brazilian Digital Music Library, which aims to establish national recommendations on metadata attributions, and to develop means for appropriation and retrieval of musical sources. The poster further explores the concept of digital music or culture within the aims and objectives of the project.",BRA,education,Developing economies,"[-32.359722, 12.665452]","[21.349808, 26.466202]","[-3.5615358, 22.026281, -4.1444664]","[4.7531533, -0.21862291, 23.29926]","[13.527443, 6.3317165]","[13.462313, 0.2650386]","[15.491031, 7.2582517, -1.4101095]","[12.035523, 3.3709788, 13.025599]"
68,Rebecca Fiebrink;Ichiro Fujinaga,Feature Selection Pitfalls and Music Classification.,2006,https://doi.org/10.5281/zenodo.1415144,Rebecca Fiebrink+McGill University>CAN>education|Unknown>Unknown>Unknown;Ichiro Fujinaga+McGill University>CAN>education|Unknown>Unknown>Unknown,"Previous work has employed an approach to the evaluation of wrapper feature selection methods that may overstate their ability to improve classification accuracy, because of a phenomenon akin to overfitting. This paper discusses this phenomenon in the context of recent work in machine learning, demonstrates that previous work in MIR has indeed exaggerated the efficacy of feature selection for music classification, and presents new testing providing a more realistic analysis of feature selection’s impact on music classification accuracy.",CAN,education,Developed economies,"[-7.3736134, 32.258278]","[11.028531, 0.16258167]","[-16.62114, -12.161072, 4.2162204]","[7.782392, 14.252606, -2.1930678]","[13.569647, 9.069278]","[10.943669, 2.2238247]","[14.650384, 9.79016, -2.0368319]","[12.08531, 5.856537, 11.887353]"
69,Shyamala Doraisamy;Hamdan Adnan;Noris Mohd. Norowi,Towards a MIR System for Malaysian Music.,2006,https://doi.org/10.5281/zenodo.1414744,Shyamala Doraisamy+University Putra Malaysia>MYS>education;Hamdan Adnan+National Arts Academy>Unknown>Unknown;Noris Mohd. Norowi+University Putra Malaysia>MYS>education,"Systems for the archival of musical documents digitally and development of digital music libraries are currently being researched and developed extensively. However, adapting these systems for the archival and retrieval of Malaysian music materials might not be as straightforward due to the distinct differences in musical structure and modes of non-Western music. This paper covers the motivations for the creation of a MIR system for Malaysian Music and outlines the plans for its development.",MYS,education,Developing economies,"[-61.25819, 5.0790925]","[21.458073, 25.679628]","[-13.018067, 31.912615, -3.8919177]","[4.172201, -1.5116973, 22.34244]","[11.558848, 4.2863812]","[13.38399, 0.32027936]","[14.333601, 5.38209, 0.32306027]","[12.029896, 3.4291046, 13.037469]"
